Sample	Depth	MetaPhlAn Quantity	Kraken Quantity
MS11	Kingdom	1.4899617612760354	0
MS12	Kingdom	80.55993131703785	1.0000000000000004
MS13	Kingdom	81.13400787976879	1.0000000000000009
MS14	Kingdom	83.82182570731509	1.0000000000000002
MS15	Kingdom	78.90958734861819	0
MS16	Kingdom	71.21676937411036	0.999999999999999
MS17	Kingdom	82.9908690499734	0.9999999999999997
MS18	Kingdom	78.39705933171734	0.9999999999999999
MS18	Kingdom	1.8167442168921222	0
MS18	Kingdom	0.00450826912415663	0
MS19	Kingdom	80.84260645483131	1.0000000000000002
MS19	Kingdom	0.3939574059721017	0
MS19	Kingdom	0.07727253873047706	0
MS1	Kingdom	78.23039412792066	1.0000000000000007
MS20	Kingdom	85.42345877623738	1.0000000000000002
MS20	Kingdom	1.24389316879102	0
MS21	Kingdom	85.89602218659445	0.9999999999999996
MS22	Kingdom	80.53458853599265	1
MS23	Kingdom	88.29490576257808	0.9999999999999994
MS24	Kingdom	84.70719612433227	0.9999999999999994
MS25	Kingdom	87.55306789748667	0.9999999999999999
MS25	Kingdom	0.11810183274359318	0
MS26	Kingdom	79.72191165468315	0.9999999999999996
MS2	Kingdom	80.97421931587664	0.9999999999999997
MS3	Kingdom	78.63134001932958	1.0000000000000004
MS3	Kingdom	0.14737133533116384	0
MS4	Kingdom	76.58316921183136	1.0000000000000002
MS4	Kingdom	0.45615755773528105	0
MS5	Kingdom	62.08069986448444	1.0000000000000004
MS5	Kingdom	0.013014842602605443	0
MS6	Kingdom	75.33791946469924	1.0000000000000007
MS6	Kingdom	0.5393508125849918	0
MS7	Kingdom	56.82587882313095	1.0000000000000004
MS8	Kingdom	75.5649564730763	0.9999999999999998
MS9	Kingdom	79.08468951944735	1.0000000000000007
MS9	Kingdom	0.0013444625776944255	0
NBCTRL18	Kingdom	80.51165717262417	1.0000000000000007
NBCTRL18	Kingdom	0.14516615061716975	0
REF1	Kingdom	83.601798136963	1.0000000000000007
REF1	Kingdom	0.1728270517643445	0
RRCTRL16	Kingdom	83.25693035335665	1.0000000000000004
RRCTRL16	Kingdom	0.23549257482779823	0
RRCTRL16	Kingdom	0.11935581415468913	0
TEC01T0	Kingdom	86.9603964684466	0
TEC01T0	Kingdom	0.218260485550026	0
TEC02T0	Kingdom	84.66046052977309	1
TEC03T0	Kingdom	88.65111789338081	0
TEC04T0	Kingdom	88.73173696398223	1.0000000000000002
TEC05T0	Kingdom	85.08091589219413	1
TEC05T0	Kingdom	0.05218659182270232	0
TEC06T0	Kingdom	84.72968389123025	1.0000000000000002
TEC06T0	Kingdom	0.008117881409818919	0
TEC07T0	Kingdom	83.1330314166697	0.9999999999999993
TEC08T0	Kingdom	85.05973513453615	0.9999999999999992
TEC08T0	Kingdom	0.002347713486605428	0
TEC09T0	Kingdom	85.81983723541695	1.0000000000000007
TEC09T0	Kingdom	0.038258367400615514	0
TEC10T0	Kingdom	87.20073812575843	0
TEC11T0	Kingdom	85.47422812622139	1
TEC11T0	Kingdom	0.22159225233487073	0
TEC12T0	Kingdom	83.21155055013962	1.0000000000000002
TEC14T0	Kingdom	91.23231857888854	0
TEC15T0	Kingdom	84.7594335806806	1.000000000000001
TEC16T0	Kingdom	83.09384595828779	1.0000000000000004
TEC17T0	Kingdom	87.70812604169811	1.0000000000000004
TEC17T0	Kingdom	0.47741220491227054	0
TEC17T0	Kingdom	0.2945857247502481	0
TEC19T0	Kingdom	93.06926264260572	0
TEC20T0	Kingdom	81.4635879221052	0
TEC21T0	Kingdom	83.08978115625605	0
TEC22T0	Kingdom	73.79430895001136	1.0000000000000004
TEC22T0	Kingdom	0.020697727872478627	0
TEC24T0	Kingdom	85.819034717911	1.0000000000000009
TEC26T0	Kingdom	81.05606357958668	0.9999999999999999
TEC27T0	Kingdom	83.54633641803049	0.9999999999999994
TEC28T0	Kingdom	81.0023228057335	1
TEC28T0	Kingdom	0.06407488073138184	0
TEC30T0	Kingdom	87.8001286150443	1
TEC31T0	Kingdom	82.57763090965415	0
TEC31T0	Kingdom	0.0914981920898102	0
AMCTRL15	Phylum	42.313213776710334	0.7377749021122091
AMCTRL15	Phylum	34.11026636373122	0
AMCTRL15	Phylum	4.737748098016848	0
AMCTRL15	Phylum	1.8120610839273483	0.24211179853741416
AMCTRL15	Phylum	0.7771332539360403	0
AMCTRL15	Phylum	0.08857101254571864	0
AMCTRL15	Phylum	0.02079434985328502	0
AMCTRL15	Phylum	0.01973743654892281	0
AMCTRL15	Phylum	0.001442770542462696	0
AMCTRL15	Phylum	0.0010401369027056644	0
BLANK	Phylum	31.18930178924657	0
BLANK	Phylum	0.21688203906557785	0
BLANK	Phylum	0.060195189079789685	0
HV01	Phylum	61.69165369156689	0
HV01	Phylum	21.43530582482921	0
HV01	Phylum	2.355500204219152	0.036716403649335004
HV01	Phylum	0.016127296171018685	0.6951063424866755
HV01	Phylum	0.009739655534883502	0
HV01	Phylum	0.0017444159166955524	0
HV01	Phylum	0.0005130635049104566	0
HV02	Phylum	43.70499214930855	0
HV02	Phylum	29.253523836135198	0.5148830212718902
HV02	Phylum	4.8906919991373	0.3956924991494523
HV02	Phylum	4.455578797084996	0
HV02	Phylum	1.3840254363714923	0
HV02	Phylum	0.7491972860946443	0
HV02	Phylum	0.064030488690188	0
HV02	Phylum	0.015508968683539466	0
HV03	Phylum	46.36781915582605	0
HV03	Phylum	30.865134181367374	0
HV03	Phylum	5.611647143719537	0.13617473892739418
HV03	Phylum	0.40072599720811447	0
HV03	Phylum	0.04372056282439858	0.4822211592146904
HV03	Phylum	0.027205572254938318	0
HV03	Phylum	0.008624124742377079	0
HV04	Phylum	66.043230054859	0
HV04	Phylum	11.621891897421534	0.22940726614997012
HV04	Phylum	4.598481721198512	0
HV04	Phylum	1.0367746009522438	0.711568016832635
HV04	Phylum	0.2811286030162024	0
HV04	Phylum	0.17684045031514903	0
HV04	Phylum	0.17269916483132952	0
HV04	Phylum	0.06723498785495216	0
HV04	Phylum	0.0034524712654154595	0
HV05	Phylum	53.27941795320329	0
HV05	Phylum	22.819319813449166	0
HV05	Phylum	7.404825762817449	0.13402197869833807
HV05	Phylum	1.4772340560232393	0.5987873674511548
HV05	Phylum	0.4319803439412932	0
HV05	Phylum	0.003929268334513069	0
HV05	Phylum	0.0021696394716659117	0
HV06	Phylum	37.98399504127883	0
HV06	Phylum	34.450774534352455	0
HV06	Phylum	11.465130519921182	0.2288497802622051
HV06	Phylum	0.4742505725914741	0.3973697177876542
HV06	Phylum	0.22237821520448225	0
HV06	Phylum	0.03461435911806715	0
HV06	Phylum	0.0005331796147770735	0
HV07	Phylum	65.61901280752093	0
HV07	Phylum	10.03146572809862	0.17654795910244564
HV07	Phylum	6.899812807755288	0
HV07	Phylum	0.8800630776166088	0
HV07	Phylum	0.5411695304939679	0.7358399062271627
HV07	Phylum	0.030157846268659985	0
HV07	Phylum	0.003461011883757079	0
HV08	Phylum	55.05374527594448	0
HV08	Phylum	13.05727171047438	0.22823396583734606
HV08	Phylum	11.525840869131033	0
HV08	Phylum	5.91642689856077	0.6220175897667568
HV08	Phylum	0.5008356125739574	0
HV08	Phylum	0.03903319690864895	0
HV08	Phylum	0.011366384275185663	0
HV08	Phylum	0.003771572964038879	0
HV08	Phylum	0.0006888717742536766	0
HV09	Phylum	51.172717208294216	0
HV09	Phylum	23.615158268517174	0.4007786386984037
HV09	Phylum	1.4721928547743663	0
HV09	Phylum	1.0765533870769595	0
HV09	Phylum	0.6572101063485781	0
HV09	Phylum	0.1146179428915304	0.5552469733499241
HV09	Phylum	0.059103174971691555	0
HV09	Phylum	0.00983489340137407	0
HV09	Phylum	0.001399400571419681	0
HV10	Phylum	62.12131872780859	0
HV10	Phylum	19.29523442545844	0.31850198090836246
HV10	Phylum	2.626715045003255	0
HV10	Phylum	1.2234982452314547	0
HV10	Phylum	0.13331693536330988	0.638211604612533
HV10	Phylum	0.10551190756799637	0
HV10	Phylum	0.05862248088577948	0
HV10	Phylum	0.01569542042985687	0
HV10	Phylum	0.00035087908267400855	0
HV11	Phylum	47.191458678018144	0
HV11	Phylum	18.377493508403337	0.33028057121484605
HV11	Phylum	10.085789574943744	0
HV11	Phylum	3.935919473092487	0.49691048603970034
HV11	Phylum	1.2652345621886554	0
HV11	Phylum	0.61515652418453	0
HV11	Phylum	0.016299423019647864	0
HV11	Phylum	0.007025051321468228	0
HV11	Phylum	0.0024612128759668272	0
HV11	Phylum	0.0002770901913340137	0
HV12	Phylum	56.84615217694051	0
HV12	Phylum	24.35435189187493	0.5265691394218888
HV12	Phylum	1.8688451940315267	0
HV12	Phylum	1.6285067089116714	0
HV12	Phylum	0.5181387423462392	0
HV12	Phylum	0.3875215096041804	0
HV12	Phylum	0.3815165185692677	0.4438831129290865
HV12	Phylum	0.27797381188057213	0
HV12	Phylum	0.1833257812190231	0
HV12	Phylum	0.14911815887852375	0
HV12	Phylum	0.08660377243992476	0
HV12	Phylum	0.0745764349046807	0
HV12	Phylum	0.013086020925792238	0
HV12	Phylum	0.007263262277777257	0
HV12	Phylum	0.000347109308376452	0
HV13	Phylum	64.39393484996474	0
HV13	Phylum	19.66489333012361	0.315243642150881
HV13	Phylum	1.8400696051456298	0
HV13	Phylum	1.163604096862623	0
HV13	Phylum	1.0990311038513891	0.6364499186467525
HV13	Phylum	0.15762809310816733	0
HV13	Phylum	0.03190208084994585	0
HV13	Phylum	0.015783134736289	0
HV13	Phylum	0.00456880216050471	0
HV14	Phylum	52.94339944513201	0
HV14	Phylum	22.787278074476514	0.2955311077769582
HV14	Phylum	5.955207039541265	0
HV14	Phylum	1.6811631181089348	0.5976983411816873
HV14	Phylum	0.8717466041788766	0
HV14	Phylum	0.6422207173484524	0
HV14	Phylum	0.018953782211902283	0
HV14	Phylum	0.018401812747845987	0
MAV02T0	Phylum	70.22895021448328	0
MAV02T0	Phylum	4.493952840994998	0.12824232486979248
MAV02T0	Phylum	3.4535531713659284	0.8040190498280201
MAV02T0	Phylum	2.8987325922104246	0
MAV02T0	Phylum	1.426597249539118	0
MAV02T0	Phylum	0.47355298088841075	0
MAV02T0	Phylum	0.02809691210399336	0
MAV02T0	Phylum	0.018130522945024388	0
MAV02T0	Phylum	0.015738589546871837	0
MAV02T0	Phylum	0.014609065442188688	0
MAV02T0	Phylum	0.0013288518878625298	0
MAV05T0	Phylum	73.37701710922299	0
MAV05T0	Phylum	10.406252996745332	0
MAV05T0	Phylum	1.5898559555213005	0
MAV05T0	Phylum	0.5368452391556366	0.01129209169856931
MAV05T0	Phylum	0.20862738136447026	0.7199844680054006
MAV05T0	Phylum	0.07845535729782535	0
MAV05T0	Phylum	0.04052232150861277	0
MAV05T0	Phylum	0.0394952381732507	0
MAV05T0	Phylum	0.024615476239097683	0
MAV05T0	Phylum	0.00673214287044046	0
MAV05T0	Phylum	0.0011047619069440755	0
MAV09T0	Phylum	52.292722536344165	0
MAV09T0	Phylum	33.62276195456274	0
MAV09T0	Phylum	4.333105716315371	0
MAV09T0	Phylum	2.1731660501263548	0
MAV09T0	Phylum	0.0057952080564017015	0
MAV10T0	Phylum	52.64633791285152	0
MAV10T0	Phylum	10.025493284000015	0
MAV10T0	Phylum	2.9624308174836718	0.5427267180682098
MAV10T0	Phylum	0.5430415950683627	0.01575945319921702
MAV10T0	Phylum	0.018985570376020187	0
MAV10T0	Phylum	0.00165494860320957	0
MAV11T0	Phylum	53.56896758743812	0
MAV11T0	Phylum	22.579313191246232	0
MAV11T0	Phylum	8.124228782848219	0.2072964180743891
MAV11T0	Phylum	2.8575721253524873	0
MAV11T0	Phylum	0.6691348929967844	0
MAV11T0	Phylum	0.5292622476491134	0
MAV11T0	Phylum	0.36438284912392743	0
MAV11T0	Phylum	0.08471748058007622	0.4721223859805698
MAV11T0	Phylum	0.0188882684689541	0
MAV11T0	Phylum	0.004546682395911848	0
MAV11T0	Phylum	0.0013764370534498757	0
MAV13T0	Phylum	63.60580305336393	0
MAV13T0	Phylum	12.940180793669276	0.19703905228701551
MAV13T0	Phylum	3.5627993388728307	0
MAV13T0	Phylum	2.353338662883769	0
MAV13T0	Phylum	1.9616267444997653	0.7558413610349743
MAV13T0	Phylum	0.3127391116561859	0
MAV13T0	Phylum	0.11290689925830788	0
MAV13T0	Phylum	0.09557451348910417	0
MAV13T0	Phylum	0.017706221540696336	0
MAV14T0	Phylum	43.712389386971026	0
MAV14T0	Phylum	21.676900695563234	0.40826445295849584
MAV14T0	Phylum	16.56366649941279	0
MAV14T0	Phylum	3.915298667749781	0.3799497172236082
MAV14T0	Phylum	0.9942142215339071	0
MAV14T0	Phylum	0.5097713406011654	0
MAV14T0	Phylum	0.06483910694393362	0
MAV14T0	Phylum	0.04042054703561913	0
MAV14T0	Phylum	0.012861083147696994	0
MAV17T0	Phylum	47.47530478884294	0
MAV17T0	Phylum	31.155500532034193	0
MAV17T0	Phylum	3.7697436423115525	0.5233567142261198
MAV17T0	Phylum	1.5600209989845542	0
MAV17T0	Phylum	0.580055272001839	0.007970256687385673
MAV17T0	Phylum	0.3597971334816051	0
MAV17T0	Phylum	0.010427425656457354	0
MAV17T0	Phylum	0.002148321409677289	0
MAV17T0	Phylum	0.0008831044529898737	0
MAV18T0	Phylum	59.89315639929218	0
MAV18T0	Phylum	17.47965611481398	0
MAV18T0	Phylum	6.181319897970337	0.13110873769779682
MAV18T0	Phylum	0.348472038064643	0
MAV18T0	Phylum	0.26050510626638845	0
MAV18T0	Phylum	0.2109381813775698	0.5913743397486748
MAV18T0	Phylum	0.09583952450384059	0
MAV19T0	Phylum	57.405382727534196	0
MAV19T0	Phylum	17.726058057467654	0.3472951419887453
MAV19T0	Phylum	5.3957192718010765	0
MAV19T0	Phylum	3.306117288948328	0.5689640990661142
MAV19T0	Phylum	0.6176550602046978	0
MAV19T0	Phylum	0.5804074664144404	0
MAV19T0	Phylum	0.3523215351101874	0
MAV19T0	Phylum	0.06207077211282795	0
MAV19T0	Phylum	0.045105844178973335	0
MAV19T0	Phylum	0.01593882342172631	0
MAV19T0	Phylum	0.0019410477021093737	0
MAV21T0	Phylum	53.55003936888765	0
MAV21T0	Phylum	26.01091692703368	0
MAV21T0	Phylum	5.886384648226527	0.09483754856906033
MAV21T0	Phylum	2.7266176614441213	0.5640112959319511
MAV21T0	Phylum	0.027126968949393593	0
MAV21T0	Phylum	0.016708448517122425	0
MAV26T0	Phylum	58.09357102930248	0
MAV26T0	Phylum	18.284020514018874	0
MAV26T0	Phylum	1.463645873469466	0
MAV26T0	Phylum	1.1535489143317648	0
MAV26T0	Phylum	1.152813060551545	0
MAV26T0	Phylum	0.8355210866739179	0
MAV26T0	Phylum	0.34613744206224006	0
MAV26T0	Phylum	0.257001020818292	0
MAV26T0	Phylum	0.08587413615164066	0
MAV26T0	Phylum	0.03398826849303725	0
MAV26T0	Phylum	0.026098280738459198	0
MAV26T0	Phylum	0.01575544704981544	0
MAV26T0	Phylum	0.0135642380153834	0
MAV27T0	Phylum	55.53745952584664	0
MAV27T0	Phylum	21.092564898137255	0.3775685783419495
MAV27T0	Phylum	7.024055667046913	0
MAV27T0	Phylum	1.678170367387996	0
MAV27T0	Phylum	0.32707740841244937	0.49337309987033207
MAV27T0	Phylum	0.0100661608445645	0
MAV27T0	Phylum	5.9968617797405524e-05	0
MAV28T0	Phylum	52.807830241540046	0
MAV28T0	Phylum	15.069472302321863	0.17491893790059582
MAV28T0	Phylum	5.849264981013036	0
MAV28T0	Phylum	4.4944260288482765	0
MAV28T0	Phylum	2.7590685510054302	0.6057221443015491
MAV28T0	Phylum	2.2323782748985668	0
MAV28T0	Phylum	1.7634478598421819	0
MAV28T0	Phylum	1.3360827882938726	0
MAV28T0	Phylum	0.7439652576738754	0
MAV28T0	Phylum	0.6446137348311247	0
MAV28T0	Phylum	0.027063968915663244	0
MAV29T0	Phylum	69.21566427051994	0
MAV29T0	Phylum	6.626422822744312	0
MAV29T0	Phylum	4.570776184722956	0.0635572441980549
MAV29T0	Phylum	3.830226603179797	0.8377206203598659
MAV29T0	Phylum	0.017352811976753892	0
MAV29T0	Phylum	0.011158389051589196	0
MAV29T0	Phylum	0.003210986577534353	0
MAV29T0	Phylum	0.0030592864242650133	0
MAV30T0	Phylum	51.52608813399111	0
MAV30T0	Phylum	22.55370959842211	0.3771153493222412
MAV30T0	Phylum	4.701328782249381	0
MAV30T0	Phylum	2.992059777213966	0
MAV30T0	Phylum	0.4539731766375955	0.5452668769134912
MAV30T0	Phylum	0.3940941941904711	0
MAV30T0	Phylum	0.21438266743558765	0
MAV30T0	Phylum	0.02678229605163385	0
MAV30T0	Phylum	0.0030826157584182526	0
MAV30T0	Phylum	0.00040604347355509236	0
MAV30T0	Phylum	0.00010772581951461634	0
MAV32T0	Phylum	40.96304233449256	0
MAV32T0	Phylum	35.9357549798162	0.6125602257030659
MAV32T0	Phylum	3.3071846754434544	0
MAV32T0	Phylum	1.4327583092939258	0
MAV32T0	Phylum	0.4091965674836429	0.3285463200034126
MAV32T0	Phylum	0.012941000439621075	0
MAV33T0	Phylum	38.67066161885196	0
MAV33T0	Phylum	36.37451559947877	0
MAV33T0	Phylum	6.247434717073712	0
MAV33T0	Phylum	2.4273384087802383	0
MAV33T0	Phylum	0.8471918183997672	0
MAV33T0	Phylum	0.02102496373510388	0
MAV33T0	Phylum	0.019341274486296765	0
MBCTRL17	Phylum	42.54798493984029	0.5325656037287676
MBCTRL17	Phylum	38.1319402138423	0
MBCTRL17	Phylum	1.6134151824785328	0
MBCTRL17	Phylum	1.0822661040080999	0.42840352472438537
MBCTRL17	Phylum	0.7963483754571309	0
MBCTRL17	Phylum	0.12145200236882069	0
MBCTRL17	Phylum	0.01762373706525274	0
MBCTRL17	Phylum	0.010717593210495808	0
MBCTRL17	Phylum	0.002352642412060055	0
MS10	Phylum	39.20538865687443	0
MS10	Phylum	23.02871181456607	0.4349413231384779
MS10	Phylum	6.390981257790825	0
MS10	Phylum	2.102621609631482	0
MS10	Phylum	1.7261066924575903	0.5216596276793143
MS10	Phylum	0.6351501322554266	0
MS10	Phylum	0.5411190526057627	0
MS10	Phylum	0.045080971409749544	0
MS10	Phylum	0.018888757515642975	0
MS10	Phylum	0.0037954389857807773	0
MS11	Phylum	51.66501703109882	0
MS11	Phylum	18.881186734362537	0
MS11	Phylum	7.03825356482506	0.751393915675556
MS11	Phylum	2.484362362048013	0.031984205330700885
MS11	Phylum	1.4899617612760354	0
MS11	Phylum	0.30260161360319576	0
MS11	Phylum	0.03161081262303034	0
MS11	Phylum	0.027365440328830256	0
MS11	Phylum	0.024873947708295843	0
MS11	Phylum	0.006187753054287764	0
MS11	Phylum	0.0036388905378857846	0
MS11	Phylum	0.0019341850606780296	0
MS12	Phylum	50.52790590543486	0
MS12	Phylum	13.986114403861652	0
MS12	Phylum	9.79352584233592	0.1971366879215462
MS12	Phylum	6.0933437489993185	0.5548289349886706
MS12	Phylum	0.11846337900170414	0
MS12	Phylum	0.03408490694023871	0
MS12	Phylum	0.006485074471021547	0
MS13	Phylum	37.63520222494659	0
MS13	Phylum	28.48767548593496	0.5096414704483062
MS13	Phylum	7.375908883151356	0
MS13	Phylum	3.803854371831928	0.42265144484071465
MS13	Phylum	2.8353009259656123	0
MS13	Phylum	0.9829790724673386	0
MS13	Phylum	0.013095028871794683	0
MS14	Phylum	58.29089624897453	0
MS14	Phylum	15.471765531595654	0.23373850389850997
MS14	Phylum	9.91045562575756	0
MS14	Phylum	0.09896842961262692	0
MS14	Phylum	0.03764438192515521	0.642934458711819
MS14	Phylum	0.011600940677892408	0
MS14	Phylum	0.000494548771673159	0
MS15	Phylum	51.912163428489364	0
MS15	Phylum	12.3239888786849	0
MS15	Phylum	11.253753927393063	0
MS15	Phylum	3.0761403345699176	0
MS15	Phylum	0.32927392608831396	0
MS15	Phylum	0.0068098973881857506	0
MS15	Phylum	0.005018649755372117	0
MS15	Phylum	0.0013414629849265091	0
MS15	Phylum	0.0011047342228806547	0
MS16	Phylum	33.75148576407156	0.5613109948589885
MS16	Phylum	25.989826450357018	0
MS16	Phylum	5.3089965065318045	0
MS16	Phylum	3.790127979382403	0
MS16	Phylum	2.31525005067539	0
MS16	Phylum	0.06088321613792694	0.32330843909486595
MS16	Phylum	0.00019940695424750898	0
MS17	Phylum	37.5366538840863	0.6130611610685203
MS17	Phylum	36.20299891754013	0
MS17	Phylum	7.286357629067418	0
MS17	Phylum	1.1266342437010088	0
MS17	Phylum	0.7472580840128654	0.34298976709341517
MS17	Phylum	0.07435151958187117	0
MS17	Phylum	0.011743207970571235	0
MS17	Phylum	0.004863264926328441	0
MS18	Phylum	49.91903721739509	0
MS18	Phylum	14.607201075657748	0
MS18	Phylum	5.6395558883974	0
MS18	Phylum	4.951884410339878	0.10110668737058243
MS18	Phylum	2.44699542735051	0
MS18	Phylum	1.4569811320519506	0
MS18	Phylum	0.580090700078759	0.2988117815580652
MS18	Phylum	0.3597630848401717	0
MS18	Phylum	0.13627486811596587	0
MS18	Phylum	0.06880324604607013	0
MS18	Phylum	0.028565740838294947	0
MS18	Phylum	0.014607754582009294	0
MS18	Phylum	0.00450826912415663	0
MS18	Phylum	0.004034981084432001	0
MS19	Phylum	56.79274644967041	0
MS19	Phylum	15.80201055733246	0.3197042827168671
MS19	Phylum	3.0512041342888296	0
MS19	Phylum	2.2962132947027976	0.6210135790077467
MS19	Phylum	1.3641778391240602	0
MS19	Phylum	1.1787416352149231	0
MS19	Phylum	0.3939574059721017	0
MS19	Phylum	0.34176205438724094	0
MS19	Phylum	0.07727253873047706	0
MS19	Phylum	0.01574235872694976	0
MS1	Phylum	43.01614784410968	0
MS1	Phylum	26.549408715005423	0.46432360334298134
MS1	Phylum	7.2771868377645	0
MS1	Phylum	1.375032168468223	0
MS1	Phylum	0.00742406440273967	0
MS1	Phylum	0.0030275162527505293	0
MS1	Phylum	0.0014550853307793243	0
MS1	Phylum	0.000711896586564078	0.42934494935220224
MS20	Phylum	39.8038533955563	0
MS20	Phylum	26.92257154331868	0
MS20	Phylum	18.148715501811783	0.31049380310638824
MS20	Phylum	1.24389316879102	0
MS20	Phylum	0.22603712060782855	0
MS20	Phylum	0.21490903261808691	0
MS20	Phylum	0.0629118307768961	0.35217714208775086
MS20	Phylum	0.03648695516885695	0
MS20	Phylum	0.00799072984933162	0
MS21	Phylum	52.88391320530048	0
MS21	Phylum	22.83538019188617	0.5017521148046508
MS21	Phylum	5.513562588930874	0
MS21	Phylum	3.409565294276899	0.4191732182813239
MS21	Phylum	1.0010837801758836	0
MS21	Phylum	0.2481106600859781	0
MS21	Phylum	0.004406465938172296	0
MS22	Phylum	56.28185490906178	0
MS22	Phylum	10.661797000185288	0
MS22	Phylum	10.278943619744032	0.20761996946631894
MS22	Phylum	1.693255830886953	0.6336598758014229
MS22	Phylum	1.0804762001754384	0
MS22	Phylum	0.5141247597549236	0
MS22	Phylum	0.014399584430235488	0
MS22	Phylum	0.008528612925961623	0
MS22	Phylum	0.0012160722868934891	0
MS23	Phylum	54.62126831705392	0
MS23	Phylum	23.7053280042312	0.45179140633044457
MS23	Phylum	8.146723728976944	0
MS23	Phylum	0.9502209463262891	0
MS23	Phylum	0.8561074062739571	0.46531453425840547
MS23	Phylum	0.014383240148723967	0
MS23	Phylum	0.000874119567049523	0
MS24	Phylum	51.52774317265504	0
MS24	Phylum	22.1638835168003	0.35444362362812976
MS24	Phylum	7.461009834631186	0
MS24	Phylum	1.903252106839172	0
MS24	Phylum	1.1898650425192705	0.5417481219875402
MS24	Phylum	0.43151539849657344	0
MS24	Phylum	0.029927052390726593	0
MS25	Phylum	52.99784456722928	0
MS25	Phylum	29.11011601930133	0.5554482197354682
MS25	Phylum	2.2859030110781315	0
MS25	Phylum	1.3670916180713724	0
MS25	Phylum	1.0958983887448512	0
MS25	Phylum	0.6500729564326844	0.3675887950097726
MS25	Phylum	0.11810183274359318	0
MS25	Phylum	0.029229567988058768	0
MS25	Phylum	0.016911768640961417	0
MS26	Phylum	50.470602940464104	0
MS26	Phylum	19.78046519251017	0.33374728186730557
MS26	Phylum	7.970453227794244	0
MS26	Phylum	1.154357336377481	0
MS26	Phylum	0.338913790826389	0.5245685521619874
MS26	Phylum	0.007119166710763206	0
MS2	Phylum	52.63912938106408	0
MS2	Phylum	23.193639976772904	0.4428879409544503
MS2	Phylum	2.0900660618717497	0
MS2	Phylum	1.5163556205968323	0
MS2	Phylum	1.2870366314942696	0.5128884817910667
MS2	Phylum	0.13517026430399287	0
MS2	Phylum	0.06365383380421062	0
MS2	Phylum	0.04091627302031246	0
MS2	Phylum	0.006761347312875699	0
MS2	Phylum	0.0014818282134805424	0
MS3	Phylum	38.23028449716925	0.5050280560532695
MS3	Phylum	36.75870604693532	0
MS3	Phylum	1.7494782324086284	0
