Depth	Taxa_id	Taxonomic_Tree	kraken_mean
Phylum	508458	Bacteria|Synergistota	9.99138359343945E-06
Phylum	508458	Bacteria|Synergistota	1.61415308344036E-05
Phylum	508458	Bacteria|Synergistota	7.73725264952723E-06
Phylum	508458	Bacteria|Synergistota	5.78165910539584E-05
Phylum	508458	Bacteria|Synergistota	1.52769001811586E-05
Phylum	508458	Bacteria|Synergistota	5.12930373450427E-05
Phylum	508458	Bacteria|Synergistota	1.32200590052261E-06
Phylum	508458	Bacteria|Synergistota	2.06955742139832E-05
Phylum	508458	Bacteria|Synergistota	4.27080979758466E-05
Phylum	508458	Bacteria|Synergistota	3.4216575362799E-05
Phylum	508458	Bacteria|Synergistota	2.48179991960511E-05
Phylum	508458	Bacteria|Synergistota	1.04288724222293E-05
Phylum	508458	Bacteria|Synergistota	5.72717274285591E-05
Phylum	508458	Bacteria|Synergistota	2.61632457596921E-05
Phylum	508458	Bacteria|Synergistota	8.48220266421253E-06
Phylum	508458	Bacteria|Synergistota	1.52328661854544E-06
Phylum	508458	Bacteria|Synergistota	1.12574929402796E-05
Phylum	508458	Bacteria|Synergistota	1.52061212430195E-05
Phylum	508458	Bacteria|Synergistota	4.70740219996188E-06
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000199528272353493
Phylum	200940	Bacteria|Thermodesulfobacteriota	6.63702371030284E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000188867030709815
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000193717015058681
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000161907446492075
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00208948098128895
Phylum	200940	Bacteria|Thermodesulfobacteriota	6.04538874274958E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	7.02177956509274E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	8.13137595169073E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	4.0189059076699E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	8.96444646991459E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000592814444321064
Phylum	200940	Bacteria|Thermodesulfobacteriota	3.48809575352165E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00461816908014474
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000127971141736028
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00018413439119206
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000415361545582172
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00077520330213899
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000540209255473041
Phylum	200940	Bacteria|Thermodesulfobacteriota	1.95054167417205E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000121289097508385
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00728017508670327
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00465895969477637
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000661564884002756
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000139290208751206
Phylum	200940	Bacteria|Thermodesulfobacteriota	9.93388253155221E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00030452281998086
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000914555624967097
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000121258492792009
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000132960630686268
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000114542094828422
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000269934949479076
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000615403026843908
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000189647362430736
Phylum	200940	Bacteria|Thermodesulfobacteriota	8.07644856545116E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000108134404892705
Phylum	200940	Bacteria|Thermodesulfobacteriota	9.88682260234531E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	4.26391582727299E-06
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00016230220564263
Phylum	200940	Bacteria|Thermodesulfobacteriota	1.60413369949905E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	6.79204613352327E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000140226855366561
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000196858371981264
Phylum	200940	Bacteria|Thermodesulfobacteriota	4.2486534458175E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000176978865841027
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00509750864137641
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000285407198703128
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000142236307242541
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.00249162760048809
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000245415292568205
Phylum	200940	Bacteria|Thermodesulfobacteriota	1.84593736672534E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.0119956897834034
Phylum	200940	Bacteria|Thermodesulfobacteriota	3.73045322315227E-05
Phylum	200940	Bacteria|Thermodesulfobacteriota	6.04311434446043E-06
Phylum	200940	Bacteria|Thermodesulfobacteriota	3.75381345284412E-06
Phylum	200940	Bacteria|Thermodesulfobacteriota	3.95533535739553E-06
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000289824131751281
Phylum	200940	Bacteria|Thermodesulfobacteriota	0.000453924018161385
Phylum	74201	Bacteria|Verrucomicrobiota	5.42341292751876E-05
Phylum	74201	Bacteria|Verrucomicrobiota	0.000125900114254228
Phylum	74201	Bacteria|Verrucomicrobiota	0.000179214342408731
Phylum	74201	Bacteria|Verrucomicrobiota	5.03025113608222E-05
Phylum	74201	Bacteria|Verrucomicrobiota	7.247294669778E-05
Phylum	74201	Bacteria|Verrucomicrobiota	6.66331644679689E-05
Phylum	74201	Bacteria|Verrucomicrobiota	0.000111844090035339
Phylum	74201	Bacteria|Verrucomicrobiota	4.02248144789322E-05
Phylum	74201	Bacteria|Verrucomicrobiota	8.63637389174241E-05
Phylum	74201	Bacteria|Verrucomicrobiota	4.75012608127376E-05
Phylum	74201	Bacteria|Verrucomicrobiota	8.09985891327557E-05
Phylum	74201	Bacteria|Verrucomicrobiota	3.85900370949018E-05
Phylum	74201	Bacteria|Verrucomicrobiota	3.80485828703653E-05
Phylum	74201	Bacteria|Verrucomicrobiota	2.84925216495345E-05
Phylum	74201	Bacteria|Verrucomicrobiota	4.7389878988185E-05
