Name	Depth	Clade	Quantity	Status
Clostridium_sp_AF32_12BH	Species	2292006	6.539999848019447e-05	HEALTY
Blautia_sp_OF03_15BH	Species	2292287	0.00743230008740462	HEALTY
Faecalitalea_cylindroides	Species	39483	0.011748300013335272	HEALTY
Streptococcus_australis	Species	113107	0.012156200079353826	HEALTY
Clostridium_spiroforme	Species	29348	0.009169200062690156	HEALTY
Bilophila_wadsworthia	Species	35833	0.086593300253502	HEALTY
Sanguibacteroides_justesenii	Species	1547597	0.005557900117787644	HEALTY
Eubacteriaceae_bacterium	Species	2049045	0.03319160034293724	HEALTY
Clostridiales_bacterium	Species	1898207	0.02207210002800142	HEALTY
Streptococcus_salivarius	Species	1304	0.20460800403991988	HEALTY
Simiaoa_sunii	Species	2763672	0.2943493991479106	HEALTY
Gordonibacter_pamelaeae	Species	471189	0.018836000062095105	HEALTY
Streptococcus_mitis	Species	28037	0.004511800103695038	HEALTY
Anaerosacchariphilus_sp_NSJ_68	Species	2763017	0.0011630999917410156	HEALTY
bacterium_OL_1	Species	1504822	0.04667600024887018	HEALTY
Flavonifractor_sp_An100	Species	1965538	5.119999900669142e-05	HEALTY
Mediterraneibacter_butyricigenes	Species	2316025	0.008314800088147726	HEALTY
Colidextribacter_sp_210702_DFI_3_9	Species	2883268	0.0027323000258610147	HEALTY
TM7_phylum_sp_oral_taxon_352	Species	713054	0.0013148000076533236	HEALTY
Pseudoflavonifractor_capillosus	Species	106588	0.01838759968853851	HEALTY
Youxingia_wuxianensis	Species	2763678	0.0012922000010863407	HEALTY
Actinomycetales	Order	2037	0.029944100243474204	HEALTY
Enterobacterales	Order	91347	0.13919800059004417	HEALTY
Bacillales	Order	1385	0.0017178000393262712	HEALTY
Prevotellaceae	Family	171552	2.3479745776462866	HEALTY
Eubacteriales_Family_XIII_Incertae_Sedis	Family	543314	0.1992882033729679	HEALTY
Carnobacteriaceae	Family	186828	0.003227400024316449	HEALTY
Christensenellaceae	Family	990719	0.01345500014660801	HEALTY
Actinomycetaceae	Family	2049	0.029944100243474204	HEALTY
Enterobacteriaceae	Family	543	0.1374073006053786	HEALTY
Lactobacillaceae	Family	33958	0.08058960025594095	HEALTY
Evtepia	Genus	2211178	0.13673460150626568	HEALTY
Sellimonas	Genus	1769710	0.06631840111356384	HEALTY
Eggerthella	Genus	84111	0.1236949000825005	HEALTY
Prevotella	Genus	838	0.4817791962253089	HEALTY
Lentihominibacter	Genus	2944200	0.08251440190928269	HEALTY
Ruthenibacterium	Genus	1905344	0.18639970103285367	HEALTY
Massilimicrobiota	Genus	1924110	0.017101499477022383	HEALTY
Zhenpiania	Genus	2944199	0.02358510021391183	HEALTY
Granulicatella	Genus	117563	0.0031030000189426325	HEALTY
Christensenella	Genus	990721	0.0037817001174092714	HEALTY
