Depth	Taxaid	Taxonomic Tree	MetaPhlAn Average	Kraken Average
Species	1965650	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes_sp_An66	0.004407300099868688	0	0.004407300099868688
Species	2606632	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Porcincola|Porcincola_intestinalis	3.7200000228368874e-05	0	3.7200000228368874e-05
Species	2763037	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_NSJ_42	0.001348699978725661	0	0.001348699978725661
Species	2779352	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Pseudoflavonifractor|Pseudoflavonifractor_gallinarum	0.00016189999305869218	0	0.00016189999305869218
Species	57706	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter_braakii	0.007285499687641149	0	0.007285499687641149
Species	1912855	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Faecalimonas|Faecalimonas_umbilicata	9.769999581120583e-05	0	9.769999581120583e-05
Species	1659	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces_israelii	4.999999982957135e-07	0	4.999999982957135e-07
Species	712982	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospiraceae_unclassified|Lachnospiraceae_bacterium_oral_taxon_096	5.3400004048050087e-05	0	5.3400004048050087e-05
Species	39488	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerobutyricum|Anaerobutyricum_hallii	0.002772199969878171	0.004193472982673272	-0.0014212730127951007
Species	1610	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Loigolactobacillus|Loigolactobacillus_coryniformis	1.4000000653069565e-06	0	1.4000000653069565e-06
Species	168384	Bacteria|Bacillota|Clostridia|Eubacteriales|Lachnospiraceae|Marvinbryantia|formatexigens	0	0.00031766457496369276	-0.00031766457496369276
Species	1965662	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Gemmiger|Gemmiger_sp_An87	0.0009400000516766075	0	0.0009400000516766075
Species	363265	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_stercorea	0.013367299682352455	0	0.013367299682352455
Species	2763660	Bacteria|Firmicutes|Clostridia|Eubacteriales|Feifaniaceae|Feifania|Feifania_hominis	3.3999999630566996e-06	0	3.3999999630566996e-06
Species	154288	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Turicibacteraceae|Turicibacter|Turicibacter_sanguinis	0.00023809999320491957	6.0458924640474284e-05	0.00017764106856444527
Species	745368	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Gemmiger|Gemmiger_formicilis	0.015650199829949987	0	0.015650199829949987
Species	33959	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_johnsonii	1.710000086099439e-05	0	1.710000086099439e-05
Species	387661	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides_johnsonii	0.005255999942890003	0.0011277347631812296	0.004128265179708773
Species	2293028	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_AM29_11AC	0.013371899426692565	0	0.013371899426692565
Species	28038	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Latilactobacillus|Latilactobacillus_curvatus	0.00010260000460512034	0	0.00010260000460512034
Species	1465754	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes_timonensis	0.00013790000086292596	0	0.00013790000086292596
Species	944168	Eukaryota|Eukaryota_unclassified|Bigyra|Opalinata|Blastocystidae|Blastocystis|Blastocystis_sp_subtype_3	0.0033294001494375016	0	0.0033294001494375016
Species	2735723	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Turicibacteraceae|Turicibacter|Turicibacter_bilis	2.6499999581990078e-05	5.620524795376174e-05	-2.970524837177166e-05
Species	1776384	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Emergencia|Emergencia_timonensis	0.0002567000121985562	0	0.0002567000121985562
Species	2779356	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Gallibacter|Gallibacter_intestinalis	0.0001663999930224716	0	0.0001663999930224716
Species	1870988	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Pseudoflavonifractor|Pseudoflavonifractor_phocaeensis	0.002633799924834595	0	0.002633799924834595
Species	1160721	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus|Ruminococcus_bicirculans	0.0035082999618799462	0.0012839581289618921	0.0022243418329180543
Species	39483	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalitalea|Faecalitalea_cylindroides	0.0027318000775666458	0	0.0027318000775666458
Species	2763053	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Lawsonibacter|Lawsonibacter_hominis	1.6599999526256465e-05	0	1.6599999526256465e-05
Species	1230734	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|Clostridiales_bacterium_S5_A14a	0.00010549999808215607	0	0.00010549999808215607
Species	2885361	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridiaceae_unclassified|Clostridiaceae_bacterium_CLA_AA_H274	0.001093199950799473	0	0.001093199950799473
Species	2883214	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora|Lacrimispora_sp_210928_DFI_3_58	9.359999462444511e-05	0	9.359999462444511e-05
Species	411486	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|sp. M62/1	0	0.0005757776763134099	-0.0005757776763134099
Species	1589	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactiplantibacillus|pentosus	0	6.430449281873902e-06	-6.430449281873902e-06
Species	1907662	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Raoultibacter|Raoultibacter_timonensis	9.890000280816356e-05	0	9.890000280816356e-05
Species	1739394	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas_sp_HMSC065F10	2.0000000418382373e-06	0	2.0000000418382373e-06
Species	33031	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Peptoniphilus|Peptoniphilus_lacrimalis	3.4000000965394964e-06	0	3.4000000965394964e-06
Species	626930	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_fluxus	0.02382840049304141	0	0.02382840049304141
Species	218538	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister|Dialister_invisus	0.01587239954702127	0	0.01587239954702127
Species	1655	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces_naeslundii	9.180000192037508e-05	0	9.180000192037508e-05
Species	37734	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus_casseliflavus	1.8099999223979794e-05	0	1.8099999223979794e-05
Species	626937	Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Christensenella|Christensenella_minuta	3.380000151708643e-05	0	3.380000151708643e-05
Species	2883233	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus|Ruminococcus_sp_210702_SL_1_03	0.008782500038796177	0	0.008782500038796177
Species	573	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella_pneumoniae	0.0001505999935431689	0	0.0001505999935431689
Species	1312364	Bacteria|Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|albigilva	0	3.943264313063641e-06	-3.943264313063641e-06
Species	2749962	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus_paracarnosus	1.0000000448842138e-06	0	1.0000000448842138e-06
Species	1465756	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Peptoniphilus|Peptoniphilus_grossensis	5.9399998920190236e-05	0	5.9399998920190236e-05
Species	1260	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Finegoldia|Finegoldia_magna	3.420000097107375e-05	0	3.420000097107375e-05
Species	471189	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter|Gordonibacter_pamelaeae	9.919999716895428e-05	2.024750102875171e-05	7.895249614020257e-05
Species	1463165	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella_quasipneumoniae	5.039999891673196e-05	0	5.039999891673196e-05
Species	74426	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella_aerofaciens	0.001675599981793472	0.003903230443416586	-0.0022276304616231143
Species	40518	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus|Ruminococcus_bromii	0.007531899918160809	0	0.007531899918160809
Species	1308	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_thermophilus	1.4499999842447686e-05	6.369171892237581e-05	-4.919171907992813e-05
Species	658665	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Dorea|Dorea_sp_D27	1.1400000601534716e-05	0	1.1400000601534716e-05
Species	109327	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Anaerovorax|Anaerovorax_odorimutans	1.0800000071402443e-05	0	1.0800000071402443e-05
Species	1232428	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera|Megasphaera_massiliensis	0.033635700222376955	1.6447549855288502e-05	0.033619252672521666
Species	137591	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Weissella|Weissella_cibaria	2.8699999018009672e-05	0	2.8699999018009672e-05
Species	2508867	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_brunnea	2.3399999388500454e-05	0	2.3399999388500454e-05
Species	2479843	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Agathobaculum|Agathobaculum_sp_Marseille_P7918	0.0007023000114815849	0	0.0007023000114815849
Species	674529	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_faecis	0.009626099587290158	0.003614575943456273	0.006011523643833885
Species	2763051	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospira|Lachnospira_sp_NSJ_43	0.0013962999848282556	0	0.0013962999848282556
Species	851	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium_nucleatum	1.629999974288446e-05	0	1.629999974288446e-05
Species	2584944	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella|Sutterella_faecalis	0.004464899843997368	3.468164391899627e-05	0.004430218200078372
Species	2292348	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Eisenbergiella|Eisenbergiella_sp_OF01_20	3.999999843405368e-06	0	3.999999843405368e-06
Species	438033	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus|Ruminococcus_gauvreauii	6.450000183141102e-05	0	6.450000183141102e-05
Species	2093856	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Butyricimonas_faecalis	0.003460599962398239	0.0003909696031980389	0.0030696303592002002
Species	1871029	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Intestinibacillus|Intestinibacillus_massiliensis	2.9999998991992553e-07	0	2.9999998991992553e-07
Species	2787149	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemania|Holdemania_sp_1001095H_141210_F2	0.0008253000453709619	0	0.0008253000453709619
Species	1697794	Bacteria|Firmicutes|Clostridia|Clostridia_unclassified|Clostridia_unclassified|Clostridia_unclassified|Clostridia_bacterium_UC5_1_1D1	1.4899999764968005e-05	0	1.4899999764968005e-05
Species	47678	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_caccae	0.007996499913112616	0.002692237048554103	0.005304262864558512
Species	310298	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Phocaeicola|Phocaeicola_coprocola	0.0002477000070331862	0	0.0002477000070331862
Species	2509240	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia|Blautia_faecicola	0.00036739998951485696	0	0.00036739998951485696
Species	38304	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|tuberculostearicum	0	3.631312535646439e-06	-3.631312535646439e-06
Species	182773	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|isatidis	0	5.487242925859181e-05	-5.487242925859181e-05
Species	546	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter_freundii	3.5800001606854857e-05	3.1193629035891986e-06	3.2680638703265656e-05
Species	131111	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Schaalia|Schaalia_turicensis	0.0006837000041971989	0	0.0006837000041971989
Species	338188	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_finegoldii	0.0016844999816967674	0.0010127153455725224	0.000671784636124245
Species	938288	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Fenollaria|Fenollaria_massiliensis	6.170000139811178e-05	0	6.170000139811178e-05
Species	2292245	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus|Ruminococcus_sp_AF13_28	3.470000098527074e-05	0	3.470000098527074e-05
Species	172042	Bacteria|Actinobacteria|Actinomycetia|Micrococcales|Micrococcaceae|Rothia|Rothia_aeria	1.2800000267764717e-05	0	1.2800000267764717e-05
Species	2292304	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_AM33_3	0.00011549999874501433	0	0.00011549999874501433
Species	1252	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Leuconostoc|Leuconostoc_carnosum	0.0001138000048075058	0	0.0001138000048075058
Species	1134687	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella_michiganensis	4.360000195695173e-05	0	4.360000195695173e-05
Species	291644	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_salyersiae	0.00036819999599925783	0.004773816271963753	-0.004405616275964495
Species	46124	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|Granulicatella_adiacens	5.919999877396272e-05	0	5.919999877396272e-05
Species	2841528	Bacteria|Bacillota|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium|sp. MSJ-33	0	0.0001165507412159237	-0.0001165507412159237
Species	2850322	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Diplocloster|Diplocloster_modestus	1.7599999385059838e-05	0	1.7599999385059838e-05
Species	556261	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_D5	5.9000001336930235e-06	0	5.9000001336930235e-06
Species	1078480	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus_sputorum	4.8000001004117695e-06	0	4.8000001004117695e-06
Species	2293015	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_AF36_4	0.00032179999650342524	0	0.00032179999650342524
Species	86185	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_lundensis	1.2100000543098985e-05	0	1.2100000543098985e-05
Species	2293831	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospiraceae_unclassified|Lachnospiraceae_bacterium_OF09_6	0.00010289999888192187	0	0.00010289999888192187
Species	2171992	Bacteria|Candidatus_Saccharibacteria|Candidatus_Nanosyncoccalia|Candidatus_Nanogingivales|Candidatus_Nanogingivalaceae|Candidatus_Nanogingivalis|Candidatus_Nanogingivalis_gingivitcus	1.549999971823146e-05	0	1.549999971823146e-05
Species	1796618	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Cuneatibacter|Cuneatibacter_caecimuris	3.89000017178965e-05	0	3.89000017178965e-05
Species	2364792	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Intestinibacillus|Intestinibacillus_sp_Marseille_P6563	4.7999999478447524e-06	0	4.7999999478447524e-06
Species	46503	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides_merdae	0.0016332999822530902	0.017659989500224467	-0.016026689517971378
Species	290055	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Faecalicatena|Faecalicatena_fissicatena	0.009381499898063654	0	0.009381499898063654
Species	2811780	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas_bobii	1.1200000646504915e-05	0	1.1200000646504915e-05
Species	1697793	Bacteria|Firmicutes|Clostridia|Clostridia_unclassified|Clostridia_unclassified|Clostridia_unclassified|Clostridia_bacterium_UC5_1_1E11	0.00036250000239660974	0	0.00036250000239660974
Species	1234680	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_rubneri	4.080000056776233e-05	0	4.080000056776233e-05
Species	2098	Bacteria|Tenericutes|Tenericutes_unclassified|Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma|Metamycoplasma_hominis	2.9700000672997082e-05	0	2.9700000672997082e-05
Species	1472416	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Butyricimonas_faecihominis	0.001545699975618191	0.0033584478912270215	-0.0018127479156088305
Species	546874	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Propionibacteriaceae|Microlunatus|sagamiharensis	0	3.568099728000162e-06	-3.568099728000162e-06
Species	387090	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Phocaeicola|Phocaeicola_coprophilus	0.12819089797792194	0.1874510809457375	-0.05926018296781557
Species	2929491	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium|Faecalibacterium_sp_HTFF	0.0021810999763008723	0.0052680367872705944	-0.003086936810969722
Species	905	Bacteria|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Acidaminococcus|Acidaminococcus_fermentans	0.0001142000032425913	0	0.0001142000032425913
Species	28125	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_bivia	0.00021760000617852777	0.00010452701511481623	0.00011307299106371154
Species	209880	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Allisonella|Allisonella_histaminiformans	0.00033059999056508357	0	0.00033059999056508357
Species	39441	Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter_arboriphilus	1.7000000855959336e-05	0	1.7000000855959336e-05
Species	230143	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Scardovia|Scardovia_wiggsiae	5.600000117147063e-06	0	5.600000117147063e-06
Species	2941323	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia|Adlercreutzia_sp_DSM_108611	5.999999667096187e-07	0	5.999999667096187e-07
Species	2883169	Bacteria|Actinobacteria|Actinomycetia|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium_uberis	4.1000000314133634e-06	0	4.1000000314133634e-06
Species	1639133	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter_portucalensis	5.960000267509915e-05	5.6091816575449405e-05	3.508186099649743e-06
Species	1590	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactiplantibacillus|Lactiplantibacillus_plantarum	1.3699999463663386e-05	0	1.3699999463663386e-05
Species	1926283	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium_edouardi	7.309999644439194e-05	0	7.309999644439194e-05
Species	1496	Bacteria|Bacillota|Clostridia|Eubacteriales|Peptostreptococcaceae|Clostridioides|difficile	0	0.0007643289849130879	-0.0007643289849130879
Species	1255	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus_pentosaceus	0.002624900122445879	1.0605833872203275e-05	0.0026142942885736755
Species	1328	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_anginosus	6.1000003353481975e-06	0	6.1000003353481975e-06
Species	1304	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_salivarius	5.889999936001164e-05	0.0012504391566705974	-0.0011915391573105857
Species	2779519	Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Thermophilibacter|immobilis	0	6.862598387896237e-06	-6.862598387896237e-06
Species	105841	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes|Anaerostipes_caccae	0.0008464999637071214	0.00012117306988215132	0.0007253268938249701
Species	2763655	Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Gehongia|Gehongia_tenuis	1.800000051109145e-06	0	1.800000051109145e-06
Species	1501329	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Oribacterium|Oribacterium_parvum	4.000000199935438e-07	0	4.000000199935438e-07
Species	944170	Eukaryota|Eukaryota_unclassified|Bigyra|Opalinata|Blastocystidae|Blastocystis|Blastocystis_sp_subtype_4	2.7600000924094826e-05	0	2.7600000924094826e-05
Species	1156431	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|ilei	0	5.3879904698358885e-06	-5.3879904698358885e-06
Species	2981769	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Brotolimicola|Brotolimicola_acetigignens	0.00414559995495525	0	0.00414559995495525
Species	2883296	Bacteria|Bacteria_unclassified|Bacteria_unclassified|Bacteria_unclassified|Bacteria_unclassified|Bacteria_unclassified|bacterium_210917_SL_2_15	1.8699999705026957e-05	0	1.8699999705026957e-05
Species	55565	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces_graevenitzii	5.280000290268604e-05	0	5.280000290268604e-05
Species	52227	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_dentalis	0.0007971000398421344	0.00022921645772464993	0.0005678835821174845
Species	1323	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalicoccus|Faecalicoccus_pleomorphus	0.0011685999666495967	0	0.0011685999666495967
Species	823	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides_distasonis	0.018077199803578987	0.01802614598941668	5.105381416230584e-05
Species	626932	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes_indistinctus	0.0003030999967066134	0.00012593718777126936	0.00017716280893534403
Species	2830659	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridiaceae_unclassified|Clostridiaceae_bacterium_Marseille_Q4149	0.004398599952206234	0	0.004398599952206234
Species	2763668	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Jutongia|Jutongia_huaianensis	0.0002780000017066276	0	0.0002780000017066276
Species	2479840	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_marseillensis	0.09492879729084906	0	0.09492879729084906
Species	1986206	Bacteria|Candidatus_Saccharibacteria|Candidatus_Saccharimonadia|Candidatus_Saccharimonadales|Candidatus_Saccharimonadaceae|Candidatus_Nanosynsacchari|Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	2.240000046858825e-05	0	2.240000046858825e-05
Species	166486	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia|Roseburia_intestinalis	9.95999989177786e-05	0.0034242380906481756	-0.003324638091730397
Species	78448	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium_pullorum	0.0002217999942038205	0	0.0002217999942038205
Species	54291	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Raoultella|Raoultella_ornithinolytica	0.0002685999869352076	0	0.0002685999869352076
Species	2292358	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera|Megasphaera_sp_AM44_1BH	0.000676300042176921	0	0.000676300042176921
Species	2841523	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Acetivibrio|Acetivibrio_sp_MSJd_27	0.00013879999952689002	0	0.00013879999952689002
Species	626947	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella|Parasutterella_secunda	0.03190790106833063	0	0.03190790106833063
Species	1303	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_oralis	2.39999988326321e-05	0	2.39999988326321e-05
Species	1841867	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Phocea|Phocea_massiliensis	0.00038739999388916804	0	0.00038739999388916804
Species	1547597	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae|Sanguibacteroides|Sanguibacteroides_justesenii	0.00042049999543098294	0	0.00042049999543098294
Species	46228	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Mediterraneibacter|Ruminococcus_lactaris	0.0014786999839329238	0.0036759990348124018	-0.002197299050879478
Species	2041044	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium|Eubacterium_maltosivorans	0.00013960000316331288	0	0.00013960000316331288
Species	52226	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Mitsuokella|Mitsuokella_multacida	0.005318600074012273	0	0.005318600074012273
Species	871664	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia|Blautia_stercoris	0.00048239998623289873	0	0.00048239998623289873
Species	2750	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium_mobile	3.3000001552427236e-06	0	3.3000001552427236e-06
Species	999425	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_sp_F0442	4.899999894682274e-05	0	4.899999894682274e-05
