Depth	Taxaid	Taxonomic Tree	MetaPhlAn Average	Kraken Average
Genus	100883	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Coprobacillaceae|Coprobacillus	0.001498900082402199	0	0.001498900082402199
Genus	397864	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Barnesiellaceae|Barnesiella	0.0037289999594818913	0.001539604097833316	0.002189395861648575
Genus	2719231	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora	0.0002677999970901718	0	0.0002677999970901718
Genus	216851	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium	0.04856309947232905	0.1300106219978436	-0.08144752252551456
Genus	1407607	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Fusicatenibacter	0.013780399850266627	0	0.013780399850266627
Genus	1774128	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Murimonas	1.3400000591768976e-05	0	1.3400000591768976e-05
Genus	40544	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella	0.004142199881786718	0.00010886576533526303	0.004033334116451456
Genus	1266	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Sarcina	0.0028335999912808335	1.7468432260099513e-05	0.002816131559020734
Genus	1716	Bacteria|Actinobacteria|Actinomycetia|Corynebacteriales|Corynebacteriaceae|Corynebacterium	5.800000164685022e-06	3.631312535646439e-06	2.168687629038583e-06
Genus	35832	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Bilophila	0.002499199972844501	0	0.002499199972844501
Genus	75984	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia	7.819999994459555e-05	0	7.819999994459555e-05
Genus	292632	Bacteria|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Subdoligranulum	0	0.0006189099579166751	-0.0006189099579166751
Genus	2692118	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Winkia	1.9000000397463254e-06	0	1.9000000397463254e-06
Genus	1918536	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Longicatena	6.749999827827501e-05	0.0001651844446673371	-9.768444638906209e-05
Genus	2126544	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Neobittarella	7.399999682732071e-06	0	7.399999682732071e-06
Genus	1929297	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Bittarella	3.799999837078631e-05	0	3.799999837078631e-05
Genus	946234	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Flavonifractor	7.689999916442945e-05	0.0015186476506901122	-0.0014417476515256827
Genus	1905344	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruthenibacterium	0.00015109999835819624	0.00032994352166600295	-0.0001788435233078067
Genus	196013	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Sphaerotilaceae|Caldimonas	0	1.4449597798093121e-05	-1.4449597798093121e-05
Genus	2815780	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Velocimicrobium	5.339999763552072e-05	0	5.339999763552072e-05
Genus	374	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Nitrobacteraceae|Bradyrhizobium	0	1.5289807377550486e-06	-1.5289807377550486e-06
Genus	375288	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides	0.06527059929079077	0.03917882941710082	0.026091769873689948
Genus	48736	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia	0	6.664093475849651e-06	-6.664093475849651e-06
Genus	51668	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Tetragenococcus	6.700000114174677e-06	0	6.700000114174677e-06
Genus	2696673	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Pseudoruminococcus	0.006619399928075739	0	0.006619399928075739
Genus	1696	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Brevibacteriaceae|Brevibacterium	0	2.3234137763721986e-06	-2.3234137763721986e-06
Genus	830	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Butyrivibrio	0.011205000403581218	0.00048335946083343537	0.010721640942747784
Genus	547	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter	0.00025610001149484717	3.374583504791951e-06	0.0002527254279900552
Genus	41275	Bacteria|Pseudomonadota|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas	0	1.7978797079070583e-06	-1.7978797079070583e-06
Genus	2884610	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Gallalistipes	0.00017969999487158354	0	0.00017969999487158354
Genus	102106	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella	0.001675599981793472	0.003919054120691157	-0.0022434541388976848
Genus	2740	Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptococcaceae|Peptococcus	1.3300000301375798e-05	0	1.3300000301375798e-05
Genus	816	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	0.0860914990645576	0.21844872891775036	-0.13235722985319276
Genus	1926659	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Mediterranea	0.004121600093394774	0	0.004121600093394774
Genus	579	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Kluyvera	1.880000084382322e-05	0	1.880000084382322e-05
Genus	577309	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Paraprevotella	0.0035367999615702746	0.0016078614297327632	0.0019289385318375114
Genus	2847307	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Thermophilibacter	2.489999887935133e-05	6.862598387896237e-06	1.8037400491455094e-05
Genus	1918540	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum	0	0.00012840432024956264	-0.00012840432024956264
Genus	33882	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium	0	5.0687070810064874e-06	-5.0687070810064874e-06
Genus	2847312	Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Parafannyhessea	0	1.8347525442020103e-05	-1.8347525442020103e-05
Genus	2944149	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ligaoa	2.3999999739223757e-05	0	2.3999999739223757e-05
Genus	265	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Paracoccus	0	2.378456709294148e-06	-2.378456709294148e-06
Genus	46123	Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia	9.839999821122423e-05	0	9.839999821122423e-05
Genus	1301	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus	7.339999920245933e-05	0.0014999031154239993	-0.00142650311622154
Genus	196081	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Scardovia	5.600000117147063e-06	0	5.600000117147063e-06
Genus	1257	Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Peptostreptococcus	4.220000119822551e-05	0	4.220000119822551e-05
Genus	1980693	Bacteria|Firmicutes|Firmicutes_unclassified|Firmicutes_unclassified|Firmicutes_unclassified|Negativibacillus	0.0014928999573944747	0	0.0014928999573944747
Genus	2767327	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Fannyhessea	5.1700001171513444e-05	0	5.1700001171513444e-05
Genus	2759736	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus	2.8999998589430453e-06	4.055171774665958e-06	-1.1551719157229124e-06
Genus	76833	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinobaculum	3.570000074681253e-05	0	3.570000074681253e-05
Genus	89966	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter	0	3.885024707197456e-06	-3.885024707197456e-06
Genus	109326	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Anaerovorax	1.0800000071402443e-05	0	1.0800000071402443e-05
Genus	2976153	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Huaxiibacter	4.5499998471188704e-05	0	4.5499998471188704e-05
Genus	518733	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microterricola	0	2.2119118770905226e-06	-2.2119118770905226e-06
Genus	33024	Bacteria|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium	0.002663299971061443	8.595262691617146e-05	0.0025773473441452715
Genus	2050	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Mobiluncus	4.510000214318226e-05	0	4.510000214318226e-05
Genus	53387	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Nocardioidaceae|Friedmanniella	0	1.4659634541396014e-06	-1.4659634541396014e-06
Genus	2126006	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Enteroscipio	0.00019459999124183812	0	0.00019459999124183812
Genus	2944195	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Qiania	3.400000022478547e-05	0	3.400000022478547e-05
Genus	2767885	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Latilactobacillus	0.00010260000460512034	0	0.00010260000460512034
Genus	29404	Bacteria|Actinomycetota|Actinomycetes|Propionibacteriales|Propionibacteriaceae|Microlunatus	0	3.568099728000162e-06	-3.568099728000162e-06
Genus	2126002	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Rubneribacter	0.0004582000251895974	0	0.0004582000251895974
Genus	1918385	Bacteria|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Acutalibacter	0	7.730348431985595e-05	-7.730348431985595e-05
Genus	990721	Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Christensenella	0.0002257000124078833	0	0.0002257000124078833
Genus	416916	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter	2.5300000529253702e-05	0	2.5300000529253702e-05
Genus	1501226	Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Romboutsia	0.0002831999969228404	0.0017633474915543957	-0.0014801474946315553
Genus	841	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia	0.004161599954781399	0.0070970610468678325	-0.0029354610920864334
Genus	1769710	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Sellimonas	0.0010606000468380728	0.00015764125800956687	0.0009029587888285059
Genus	1380	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Atopobium	1.2000000271918014e-06	0	1.2000000271918014e-06
Genus	158846	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Megamonas	0.4469299930382418	6.210367962600314e-06	0.4469237826702792
Genus	2719313	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster	0.0007651999916855843	0.0013789852661430504	-0.0006137852744574661
Genus	2747	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium	9.970000421184822e-05	0	9.970000421184822e-05
Genus	2171991	Bacteria|Candidatus_Saccharibacteria|Candidatus_Nanosyncoccalia|Candidatus_Nanogingivales|Candidatus_Nanogingivalaceae|Candidatus_Nanogingivalis	1.549999971823146e-05	0	1.549999971823146e-05
Genus	168808	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Sneathia	0.00018210000412635587	0	0.00018210000412635587
Genus	2944152	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Wujia	0.013671599851448814	0.00032211675656245185	0.013349483094886361
Genus	1924110	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Massilimicrobiota	9.289999601700126e-05	0	9.289999601700126e-05
Genus	1903506	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Drancourtella	0.00114700008694969	0	0.00114700008694969
Genus	2815786	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Sodaliphilus	0	0.00022621052619937305	-0.00022621052619937305
Genus	1715798	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Levyella	1.159999978912806e-05	0	1.159999978912806e-05
Genus	469	Bacteria|Pseudomonadota|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter	0	2.033257456248596e-05	-2.033257456248596e-05
Genus	32207	Bacteria|Actinobacteria|Actinomycetia|Micrococcales|Micrococcaceae|Rothia	4.429999773119622e-05	0	4.429999773119622e-05
Genus	1472649	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Dielma	0.0003412000150680279	0	0.0003412000150680279
Genus	838	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	0.09492879729084906	0.0030150060355418505	0.09191379125530721
Genus	2749267	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Amedibacterium	9.300000194547804e-06	6.210367962600314e-05	-5.2803679431455334e-05
Genus	1678	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium	0.007639399916992749	0.006291443040249055	0.0013479568767436941
Genus	2983250	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Youxingia	1.1399999876131285e-05	0	1.1399999876131285e-05
Genus	2944196	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Zhenhengia	2.029999905251652e-05	0	2.029999905251652e-05
Genus	1935927	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Massilioclostridium	8.799999904382046e-06	0	8.799999904382046e-06
Genus	1378	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillales_unclassified|Gemella	3.589999922838646e-05	0	3.589999922838646e-05
Genus	52225	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Mitsuokella	0.006378399899387377	0	0.006378399899387377
Genus	2764317	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Hydrogeniiclostridium	0.00014550000642555118	0	0.00014550000642555118
Genus	191303	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Turicibacteraceae|Turicibacter	2.6499999581990078e-05	0.00011666417259423602	-9.016417301224594e-05
Genus	1980675	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Colibacter	2.260000140943134e-05	0	2.260000140943134e-05
Species	181487	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Schaalia|Schaalia_cardiffensis	2.7000001349564203e-06	0	2.7000001349564203e-06
Species	1735	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemanella|Holdemanella_biformis	0.0020505000920350808	0	0.0020505000920350808
Species	105843	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerobutyricum|Anaerobutyricum_soehngenii	1.66999998185432e-05	0	1.66999998185432e-05
Species	2070688	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Rubneribacter|Rubneribacter_badeniensis	0.0004582000251895974	0	0.0004582000251895974
Species	2652285	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas|Selenomonas_montiformis	4.000000090639338e-07	0	4.000000090639338e-07
Species	1528104	Bacteria|Actinomycetota|Actinomycetes|Geodermatophilales|Geodermatophilaceae|Geodermatophilus|sp. DSM 44513	0	3.7826172246317072e-06	-3.7826172246317072e-06
Species	3046382	Bacteria|Bacillota|Clostridia|Eubacteriales|Aristaeellaceae|Aristaeella|hokkaidonensis	0	2.7195172950382195e-05	-2.7195172950382195e-05
Species	2785531	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|sp. HF-162	0	0.0004874429904526794	-0.0004874429904526794
Species	1776382	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Neglectibacter|Neglectibacter_timonensis	0.0005612999939010957	0	0.0005612999939010957
Species	502393	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillales_unclassified|Gemella|Gemella_asaccharolytica	1.3000000294577846e-05	0	1.3000000294577846e-05
Species	82380	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Microbacterium|oxydans	0	1.604261893209375e-06	-1.604261893209375e-06
Species	2841509	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Butyricicoccus|Butyricicoccus_intestinisimiae	0.00308370016952676	0	0.00308370016952676
Species	2292075	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella|Sutterella_sp_AM11_39	3.469999883407139e-05	0	3.469999883407139e-05
Species	2058152	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella_grimontii	1.1399999729101461e-05	0	1.1399999729101461e-05
Species	2292271	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospiraceae_unclassified|Lachnospiraceae_bacterium_AM48_27BH	0.00026059999716840463	0	0.00026059999716840463
Species	341694	Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Peptostreptococcus|Peptostreptococcus_stomatis	0.0001934000040457575	0	0.0001934000040457575
Species	712124	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces_sp_oral_taxon_448	5.900000123422799e-06	0	5.900000123422799e-06
Species	3079303	Bacteria|Bacillota|Clostridia|Eubacteriales|Eubacteriaceae|Intestinibacillus|sp. NTUH-41-i26	0	0.0003705235972572406	-0.0003705235972572406
Species	84112	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella|Eggerthella_lenta	1.7599999722378315e-05	0.00018061111211781458	-0.00016301111239543626
Species	29348	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium|Clostridium_spiroforme	1.8599999797898415e-05	7.304980763314341e-05	-5.4449807835244994e-05
Species	1914861	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter_sp_SA187	7.0999998312824894e-06	0	7.0999998312824894e-06
Species	2885350	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospiraceae_unclassified|Lachnospiraceae_bacterium_CLA_AA_H244	0.009620599895465671	0	0.009620599895465671
Species	2755405	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|sp. CACC 737	0	0.0009506116659465193	-0.0009506116659465193
Species	227945	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_ultunensis	1.2000000271918014e-06	0	1.2000000271918014e-06
Species	2161821	Bacteria|Bacillota|Negativicutes|Veillonellales|Veillonellaceae|Dialister|massiliensis	0	8.252132772222334e-06	-8.252132772222334e-06
Species	1917870	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium_pacaense	2.3600000493691196e-05	0	2.3600000493691196e-05
Species	1284775	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_sp_S7_1_8	1.2600000285513913e-05	0	1.2600000285513913e-05
Species	46506	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides_stercoris	0.0016128999824747499	0.043889974852547003	-0.042277074870072255
Species	1270	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Micrococcus|luteus	0	1.4659634541396014e-06	-1.4659634541396014e-06
Species	2777960	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter_sp_Res13_Sevr_PEB04_36	5.99999963912143e-05	0	5.99999963912143e-05
Species	2070686	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Enteroscipio|Enteroscipio_rubneri	0.00019459999124183812	0	0.00019459999124183812
Species	2831996	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Eubacteriales_unclassified|Eubacteriales_bacterium	3.9900000555238155e-05	0	3.9900000555238155e-05
Species	657323	Bacteria|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Ruminococcus|sp. SR1/5	0	0.0014501634560340404	-0.0014501634560340404
Species	51669	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Tetragenococcus|Tetragenococcus_halophilus	6.700000114174677e-06	0	6.700000114174677e-06
Species	1297617	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Intestinimonas|Intestinimonas_butyriciproducens	4.449999873002486e-05	0.000267556263594219	-0.00022305626486419415
Species	1936995	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides_bouchesdurhonensis	1.8900000859428138e-05	0	1.8900000859428138e-05
Species	2877527	Bacteria|Bacillota|Clostridia|Eubacteriales|Lachnospiraceae|Blautia|parvula	0	0.00022984033030536776	-0.00022984033030536776
Species	423477	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|Veillonella_rogosae	6.249999901412754e-05	0.00012758194275679823	-6.508194374267069e-05
Species	351091	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter|Oscillibacter_valericigenes	0.0009939999891995174	0	0.0009939999891995174
Species	147206	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella_stercoris	0.0004107999812043805	1.5823677274570662e-05	0.0003949763039298098
Species	2929492	Bacteria|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium|sp. I3-3-33	0	0.0025256347116578617	-0.0025256347116578617
Species	544580	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces_oris	6.600000187400198e-06	8.308848461378501e-06	-1.7088482739783033e-06
Species	2610895	Bacteria|Bacillota|Clostridia|Eubacteriales|Eubacteriaceae|Flintibacter|sp. KGMB00164	0	0.0001669142731866002	-0.0001669142731866002
Species	2292441	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Paratractidigestivibacter|Paratractidigestivibacter_faecalis	0.0019718000274390624	0	0.0019718000274390624
Species	29321	Bacteria|Actinobacteria|Actinomycetia|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium_otitidis	0.0007211000495920452	0	0.0007211000495920452
Species	230658	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Paraeggerthella|Paraeggerthella_hongkongensis	0.0003432999811677196	0	0.0003432999811677196
Species	2984843	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Methylobacteriaceae|Methylobacterium|sp. FF17	0	7.262625071292878e-06	-7.262625071292878e-06
Species	46867	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|chauvoei	0	7.577216071263944e-05	-7.577216071263944e-05
Species	102684	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_infantarius	0.0010791999692009624	0	0.0010791999692009624
Species	1776379	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella_lascolaii	9.100000258385123e-05	0	9.100000258385123e-05
Species	208223	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Kosakonia|Kosakonia_cowanii	8.999999601492256e-06	0	8.999999601492256e-06
Species	2292182	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridiaceae_unclassified|Clostridiaceae_bacterium_AF18_31LB	0.0014635999840969954	0	0.0014635999840969954
Species	247482	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_unclassified|Tepidimonas|Tepidimonas_aquatica	0.0006383000438976598	0	0.0006383000438976598
Species	1625	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Fructilactobacillus|Fructilactobacillus_sanfranciscensis	5.000000033056687e-07	0	5.000000033056687e-07
Species	1393034	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Atopobium|Atopobium_deltae	1.2000000271918014e-06	0	1.2000000271918014e-06
Species	47770	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus_crispatus	8.720000479382998e-05	2.6089217011836934e-05	6.111078778199306e-05
Species	2055	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Gordoniaceae|Gordonia|terrae	0	6.5276863240933195e-06	-6.5276863240933195e-06
Species	39486	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Dorea|Dorea_formicigenerans	0.0004928999946443079	0.0015641619912379365	-0.0010712619965936286
Species	2763056	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter|Oscillibacter_hominis	1.1200000326794025e-05	0.00018684983792499298	-0.00017564983759819897
Species	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia_coli	0.00018349999800614834	0.00826789973380775	-0.008084399735801601
Species	106588	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Pseudoflavonifractor|Pseudoflavonifractor_capillosus	7.149999795947814e-05	0	7.149999795947814e-05
Species	116085	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Coprococcus|Coprococcus_catus	0.0016096999825095202	0.0022996794060596913	-0.0006899794235501711
Species	437897	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Megamonas|Megamonas_funiformis	0.4469299930382418	6.210367962600314e-06	0.4469237826702792
Species	536633	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia|Blautia_glucerasea	0.0016824999817184989	0	0.0016824999817184989
Species	28129	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|denticola	0	0.0002097062606549284	-0.0002097062606549284
Species	2592640	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia|Blautia_sp_MCC283	0.004246599933014304	0	0.004246599933014304
Species	1970790	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus|Lactobacillus_timonensis	0.00014500000797139161	0	0.00014500000797139161
Species	638849	Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Pyramidobacter|Pyramidobacter_piscolens	0.00010589999807488462	0	0.00010589999807488462
Species	1870997	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Alterileibacterium|Alterileibacterium_massiliense	2.7000000611815527e-06	0	2.7000000611815527e-06
Species	2292201	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium_sp_AF12_28	0.0003152000105534308	0	0.0003152000105534308
