Sample	Taxa_id	Taxonomic_Tree	MetaPhlAn	Kraken	Meta/Kraken
AMCTRL15	1304	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_salivarius	3.009999938377392e-05	0.000122433817475893	0.24584710339282329
AMCTRL15	2763672	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Simiaoa|Simiaoa_sunii	2.7599999434955485e-05	0.00751719055961078	0.003671584379308929
AMCTRL15	471189	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter|Gordonibacter_pamelaeae	2.1699999555743988e-05	9.67091071708113E-05	0.22438424043577018
AMCTRL15	28037	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus_mitis	2.1099999568027564e-05	7.78765120839851E-05	0.27094176412616544
BLANK	1747	Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Cutibacterium|Cutibacterium_acnes	0.9295346639266705	0.753371519269608	1.2338330294565054
BLANK	1282	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus_epidermidis	0.006892500474016326	0.024637732400774	0.27975384917322166
BLANK	297	Bacteria|Proteobacteria|Hydrogenophilalia|Hydrogenophilales|Hydrogenophilaceae|Hydrogenophilus|Hydrogenophilus_thermoluteolus	0.00040080002756412664	0.00633614156122977	0.06325616681555582
HV01	39491	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospiraceae_unclassified|Eubacterium_rectale	0.16899850820528053	0.241285743414235	0.7004081791734663
HV01	853	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium|Faecalibacterium_prausnitzii	0.1347210065410261	0.0694924458845846	1.9386424643158378
HV01	1686	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium_catenulatum	0.09129830443275039	0.0937585793613868	0.973759468782548
HV01	1681	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium_bifidum	0.06527320316916965	0.0471239975602494	1.3851372241014985
HV01	216816	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium_longum	0.04670370226757611	0.0523961699324735	0.8913571798810168
HV01	418240	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia|Blautia_wexlerae	0.03972830192890379	0.0637111691557803	0.6235688727005471
HV01	39488	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerobutyricum|Anaerobutyricum_hallii	0.023225201127638897	0.0326265535710854	0.7118496618724004
HV01	649756	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes|Anaerostipes_hadrus	0.02082950101132194	0.0190467366102519	1.0935994673287217
HV01	88431	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Dorea|Dorea_longicatena	0.020556600998071998	0.0333335817996592	0.6166934331156145
HV01	446660	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia|Adlercreutzia_equolifaciens	0.018931600919174365	0.00893604423304468	2.1185661603114077
HV01	28026	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium_pseudocatenulatum	0.014107600684957653	0.0238733365218797	0.5909354426444817
HV01	1653434	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Sellimonas|Sellimonas_intestinalis	0.00678760032955418	0.00898227784051815	0.7556658177434681
HV01	410072	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Coprococcus|Coprococcus_comes	0.005485200266319552	0.0105567051578747	0.5195939627268936
HV01	84112	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella|Eggerthella_lenta	0.004410700214150013	0.00783257068324434	0.5631229378606833
